	Unnamed: 0	form	lemma	xpos	syll	stress	phon	syll_count	comment	stress_syl	root	key
210	2114	șovăi	=	Vmnp	șo.vă.i	șovă'i	S o v @ i	3		2	S o v @	șovăi|=|Vmnp|2
211	2132	șovăire	=	Ncfsrn	șo.vă.i.re	șovă'ire	S o v @ i r e	4		2	S o v @ i r	șovăire|=|Ncfsrn|2
212	2169	șpaclu	=	Ncms-n	șpa.clu	șp'aclu	S p a k l u	2		0	S p a k l	șpaclu|=|Ncms-n|0
213	2178	șpagă	=	Ncfsrn	șpa.gă	șp'agă	S p a g @	2		0	S p a g	șpagă|=|Ncfsrn|0
214	2179	șpais	=	Ncms-n	șpais	șpais	S p a j s	1		0	S p a j s	șpais|=|Ncms-n|0
215	2186	șpalt	=	Ncms-n	șpalt	șpalt	S p a l t	1		0	S p a l t	șpalt|=|Ncms-n|0
216	2192	șpan	=	Ncms-n	șpan	șpan	S p a n	1		0	S p a n	șpan|=|Ncms-n|0
217	2201	șpanchiu	=	Afpms-n	șpan.chiu	șpanch'iu	S p a n k_j i w	2		1	S p a n k_j i	șpanchiu|=|Afpms-n|1
218	2205	șpangă	=	Ncfsrn	șpan.gă	șp'angă	S p a n g @	2		0	S p a n g	șpangă|=|Ncfsrn|0
219	2217	șperaclu	=	Ncms-n	șpe.ra.clu	șper'aclu	S p e r a k l u	3		1	S p e r a k l	șperaclu|=|Ncms-n|1
220	2220	șperț	=	Ncms-n	șperț	șperț	S p e r ts	1		0	S p e r ts	șperț|=|Ncms-n|0
221	2222	șperțui	=	Vmnp	șper.țu.i	șperțu'i	S p e r ts u i	3		2	S p e r ts u	șperțui|=|Vmnp|2
222	2265	șpicheriță	=	Ncfsrn	șpi.che.ri.ță	șp'icheriță	S p i k_j e r i ts @	4		0	S p i k_j e r i ts	șpicheriță|=|Ncfsrn|0
223	2266	șpilhozen	=	Ncms-n	șpil.ho.zen	șp'ilhozen	S p i l h o z e n	3		0	S p i l h o z e n	șpilhozen|=|Ncms-n|0
224	2275	șpis	=	Ncms-n	șpis	șpis	S p i s	1		0	S p i s	șpis|=|Ncms-n|0
225	2282	șpiț	=	Ncms-n	șpiț	șpiț	S p i ts	1		0	S p i ts	șpiț|=|Ncms-n|0
226	2291	șplint	=	Ncms-n	șplint	șplint	S p l i n t	1		0	S p l i n t	șplint|=|Ncms-n|0
227	2297	șplit	=	Ncms-n	șplit	șplit	S p l i t	1		0	S p l i t	șplit|=|Ncms-n|0
228	2301	șpor	=	Ncms-n	șpor	șpor	S p o r	1		0	S p o r	șpor|=|Ncms-n|0
229	2308	șpraiț	=	Ncms-n	șpraiț	șpraiț	S p r a j ts	1		0	S p r a j ts	șpraiț|=|Ncms-n|0
230	2314	șpring	=	Ncms-n	șpring	șpring	S p r i n g	1		0	S p r i n g	șpring|=|Ncms-n|0
231	2315	șpringuire	=	Ncfsrn	șprin.gu.i.re	șpringu'ire	S p r i n g u i r e	4		2	S p r i n g u i r	șpringuire|=|Ncfsrn|2
232	2327	șpriț	=	Ncms-n	șpriț	șpriț	S p r i ts	1		0	S p r i ts	șpriț|=|Ncms-n|0
233	2331	șprițuitor	=	Ncms-n	șpri.țu.i.tor	șprițuit'or	S p r i ts u i t o r	4		3	S p r i ts u i t o r	șprițuitor|=|Ncms-n|3
234	2343	șpul	=	Ncms-n	șpul	șpul	S p u l	1		0	S p u l	șpul|=|Ncms-n|0
235	2349	șrapnel	=	Ncms-n	șrap.nel	șrapn'el	S r a p n e l	2		1	S r a p n e l	șrapnel|=|Ncms-n|1
236	2356	șrot	=	Ncms-n	șrot	șrot	S r o t	1		0	S r o t	șrot|=|Ncms-n|0
237	2357	șrotuire	=	Ncfsrn	șro.tu.i.re	șrotu'ire	S r o t u i r e	4		2	S r o t u i r	șrotuire|=|Ncfsrn|2
238	2375	ștab	=	Ncms-n	ștab	ștab	S t a b	1		0	S t a b	ștab|=|Ncms-n|0
239	2390	ștachetă	=	Ncfsrn	șta.che.tă	ștach'etă	S t a k_j e t @	3		1	S t a k_j e t	ștachetă|=|Ncfsrn|1
240	2392	ștafetar	=	Ncms-n	șta.fe.tar	ștafet'ar	S t a f e t a r	3		2	S t a f e t a r	ștafetar|=|Ncms-n|2
241	2404	ștafetă	=	Ncfsrn	șta.fe.tă	ștaf'etă	S t a f e t @	3		1	S t a f e t	ștafetă|=|Ncfsrn|1
242	2405	ștaif	=	Ncms-n	ștaif	ștaif	S t a j f	1		0	S t a j f	ștaif|=|Ncms-n|0
243	2412	ștampila	=	Vmnp	ștam.pi.la	ștampil'a	S t a m p i l a	3		2	S t a m p i l	ștampila|=|Vmnp|2
244	2448	ștampilă	=	Ncfsrn	ștam.pi.lă	ștamp'ilă	S t a m p i l @	3		1	S t a m p i l	ștampilă|=|Ncfsrn|1
245	2451	ștand	=	Ncms-n	ștand	șt'and	S t a n d	1	stress mark in single syllable	0	S t a n d	ștand|=|Ncms-n|0
246	2458	ștangă	=	Ncfsrn	ștan.gă	șt'angă	S t a n g @	2		0	S t a n g	ștangă|=|Ncfsrn|0
247	2459	ștanțatoare	=	Ncf--n	ștan.ța.toa.re	ștanțato'are	S t a n ts a t o_X a r e	4		2	S t a n ts a t o_X a r	ștanțatoare|=|Ncf--n|2
248	2471	ștat	=	Ncms-n	ștat	șt'at	S t a t	1	stress mark in single syllable	0	S t a t	ștat|=|Ncms-n|0
249	2477	ștaufer	=	Ncms-n	ștau.fer	șt'aufer	S t a w f e r	2		0	S t a w f e r	ștaufer|=|Ncms-n|0
250	2484	șteamp	=	Ncms-n	șteamp	șteamp	S t e_X a m p	1		0	S t e_X a m p	șteamp|=|Ncms-n|0
251	2491	șteand	=	Ncms-n	șteand	șteand	S t e_X a n d	1		0	S t e_X a n d	șteand|=|Ncms-n|0
252	2498	șteap	=	Ncms-n	șteap	șteap	S t e_X a p	1		0	S t e_X a p	șteap|=|Ncms-n|0
253	2506	ștempel	=	Ncms-n	ștem.pel	șt'empel	S t e m p e l	2		0	S t e m p e l	ștempel|=|Ncms-n|0
254	2518	ștemuitor	=	Afpms-n	ște.mu.i.tor	ștemuit'or	S t e m u i t o r	4		3	S t e m u i t o r	ștemuitor|=|Afpms-n|3
255	2532	șterț	=	Ncms-n	șterț	șterț	S t e r ts	1		0	S t e r ts	șterț|=|Ncms-n|0
256	2540	ștergar	=	Ncms-n	șter.gar	șterg'ar	S t e r g a r	2		1	S t e r g a r	ștergar|=|Ncms-n|1
257	2548	șterge	=	Vmnp	șter.ge	șt'erge	S t e r gZ e	2		0	S t e r gZ	șterge|=|Vmnp|0
258	2555	ștergere	=	Ncfsrn	șter.ge.re	șt'ergere	S t e r gZ e r e	3		0	S t e r gZ e r	ștergere|=|Ncfsrn|0
259	2579	șterpeli	=	Vmnp	șter.pe.li	șterpel'i	S t e r p e l i	3		2	S t e r p e l	șterpeli|=|Vmnp|2
260	2600	șters	=	Afpms-n	șters	șters	S t e r s	1		0	S t e r s	șters|=|Afpms-n|0
261	2621	ștevie	=	Ncfsrn	ște.vi.e	șt'evie	S t e v i e	3		0	S t e v i	ștevie|=|Ncfsrn|0
262	2627	ști	=	Vmnp	ști	ști	S t i	1		0	S t	ști|=|Vmnp|0
263	2637	știft	=	Ncms-n	știft	știft	S t i f t	1		0	S t i f t	știft|=|Ncms-n|0
264	2650	științific	=	Afpms-n	ști.in.ți.fic	științ'ific	S t i i n ts i f i k	4		2	S t i i n ts i f i k	științific|=|Afpms-n|2
265	2666	știință	=	Ncfsrn	știin.ță	ști'ință	S t i j n ts @	2		0	S t i j n ts	știință|=|Ncfsrn|0
266	2667	știm	=	Ncms-n	știm	știm	S t i m	1		0	S t i m	știm|=|Ncms-n|0
267	2681	știoalfă	=	Ncfsrn	știoal.fă	știo'alfă	S t j o_X a l f @	2		0	S t j o_X a l f	știoalfă|=|Ncfsrn|0
268	2682	știob	=	Ncms-n	știob	știob	S t j o b	1		0	S t j o b	știob|=|Ncms-n|0
269	2690	știr	=	Ncms-n	știr	știr	S t i r	1		0	S t i r	știr|=|Ncms-n|0
270	2691	știrb	=	Afpms-n	știrb	știrb	S t i r b	1		0	S t i r b	știrb|=|Afpms-n|0
271	2705	știrbenie	=	Ncfsrn	știr.be.ni.e	știrb'enie	S t i r b e n i e	4		1	S t i r b e n i	știrbenie|=|Ncfsrn|1
272	2717	știrbi	=	Vmnp	știr.bi	știrb'i	S t i r b i	2		1	S t i r b	știrbi|=|Vmnp|1
273	2744	știre	=	Ncfsrn	ști.re	șt'ire	S t i r e	2		0	S t i r	știre|=|Ncfsrn|0
274	2761	știrici	=	Vmnp	ști.ri.ci	știric'i	S t i r i tS i	3		2	S t i r i tS	știrici|=|Vmnp|2
275	2782	știrie	=	Ncfsrn	ști.ri.e	știr'ie	S t i r i e	3		1	S t i r i	știrie|=|Ncfsrn|1
276	2812	știut	=	Afpms-n	ști.ut	ști'ut	S t i u t	2		1	S t i u t	știut|=|Afpms-n|1
277	2836	ștofă	=	Ncfsrn	șto.fă	șt'ofă	S t o f @	2		0	S t o f	ștofă|=|Ncfsrn|0
278	2837	ștraf	=	Ncms-n	ștraf	ștraf	S t r a f	1		0	S t r a f	ștraf|=|Ncms-n|0
279	2843	ștraif	=	Ncms-n	ștraif	ștraif	S t r a j f	1		0	S t r a j f	ștraif|=|Ncms-n|0
280	2849	ștrand	=	Ncms-n	ștrand	ștrand	S t r a n d	1		0	S t r a n d	ștrand|=|Ncms-n|0
281	2856	ștrangulat	=	Afpms-n	ștran.gu.lat	ștrangul'at	S t r a n g u l a t	3		2	S t r a n g u l a t	ștrangulat|=|Afpms-n|2
282	2869	ștras	=	Ncms-n	ștras	ștr'as	S t r a s	1	stress mark in single syllable	0	S t r a s	ștras|=|Ncms-n|0
283	2875	ștreang	=	Ncms-n	ștreang	ștreang	S t r e_X a n g	1		0	S t r e_X a n g	ștreang|=|Ncms-n|0
284	2884	ștrengăresc	=	Afpms-n	ștren.gă.resc	ștrengăr'esc	S t r e n g @ r e s k	3		2	S t r e n g @ r e s k	ștrengăresc|=|Afpms-n|2
285	2895	ștrengărie	=	Ncfsrn	ștren.gă.ri.e	ștrengăr'ie	S t r e n g @ r i e	4		2	S t r e n g @ r i	ștrengărie|=|Ncfsrn|2
286	2901	ștrudel	=	Ncms-n	ștru.del	ștr'udel	S t r u d e l	2		0	S t r u d e l	ștrudel|=|Ncms-n|0
287	2907	ștuc	=	Ncms-n	ștuc	șt'uc	S t u k	1	stress mark in single syllable	0	S t u k	ștuc|=|Ncms-n|0
288	2913	șturț	=	Ncms-n	șturț	șturț	S t u r ts	1		0	S t u r ts	șturț|=|Ncms-n|0
289	2919	ștuț	=	Ncms-n	ștuț	ștuț	S t u ts	1		0	S t u ts	ștuț|=|Ncms-n|0
290	2925	șușlete	=	Ncms-n	șuș.le.te	șușl'ete	S u S l e t e	3		1	S u S l e t	șușlete|=|Ncms-n|1
291	2943	șușoti	=	Vmnp	șu.șo.ti	șușot'i	S u S o t i	3		2	S u S o t	șușoti|=|Vmnp|2
292	2962	șușter	=	Ncms-n	șuș.ter	ș'ușter	S u S t e r	2		0	S u S t e r	șușter|=|Ncms-n|0
293	2968	șuștăr	=	Ncms-n	șuș.tăr	ș'uștăr	S u S t @ r	2		0	S u S t @ r	șuștăr|=|Ncms-n|0
294	2982	șubeică	=	Ncfsrn	șu.be.i.că	șub'eică	S u b e i k @	4		1	S u b e i k	șubeică|=|Ncfsrn|1
295	2983	șubler	=	Ncms-n	șu.bler	ș'ubler	S u b l e r	2		0	S u b l e r	șubler|=|Ncms-n|0
296	2990	șubred	=	Afpms-n	șu.bred	ș'ubred	S u b r e d	2		0	S u b r e d	șubred|=|Afpms-n|0
297	3012	șubrezi	=	Vmnp	șu.bre.zi	șubrez'i	S u b r e z i	3		2	S u b r e z	șubrezi|=|Vmnp|2
298	3037	șuc	=	Ncms-n	șuc	șuc	S u k	1		0	S u k	șuc|=|Ncms-n|0
299	3050	șuetă	=	Ncfsrn	șu.e.tă	șu'etă	S u e t @	3		1	S u e t	șuetă|=|Ncfsrn|1
300	3053	șugubeț	=	Afpms-n	șu.gu.beț	șugub'eț	S u g u b e ts	3		2	S u g u b e ts	șugubeț|=|Afpms-n|2
301	3067	șugubăț	=	Afpms-n	șu.gu.băț	șugub'ăț	S u g u b @ ts	3		2	S u g u b @ ts	șugubăț|=|Afpms-n|2
302	3072	șuiera	=	Vmnp	șu.ie.ra	șuier'a	S u j e r a	3		2	S u j e r	șuiera|=|Vmnp|2
303	3102	șuiet	=	Ncms-n	șu.iet	ș'uiet	S u j e t	2		0	S u j e t	șuiet|=|Ncms-n|0
304	3115	șuncă	=	Ncfsrn	șun.că	ș'uncă	S u n k @	2		0	S u n k	șuncă|=|Ncfsrn|0
305	3116	șunt	=	Ncms-n	șunt	șunt	S u n t	1		0	S u n t	șunt|=|Ncms-n|0
306	3134	șurub	=	Ncms-n	șu.rub	șur'ub	S u r u b	2		1	S u r u b	șurub|=|Ncms-n|1
307	3141	șurubelniță	=	Ncfsrn	șu.ru.bel.ni.ță	șurub'elniță	S u r u b e l n i ts @	5		2	S u r u b e l n i ts	șurubelniță|=|Ncfsrn|2
308	3148	șură	=	Ncfsrn	șu.ră	ș'ură	S u r @	2		0	S u r	șură|=|Ncfsrn|0
309	3156	șustă	=	Ncfsrn	șus.tă	ș'ustă	S u s t @	2		0	S u s t	șustă|=|Ncfsrn|0
310	3157	șut	=	Ncms-n	șut	șut	S u t	1		0	S u t	șut|=|Ncms-n|0
311	3159	șuta	=	Vmnp	șu.ta	șut'a	S u t a	2		1	S u t	șuta|=|Vmnp|1
312	3173	șutat	=	Afpms-n	șu.tat	șut'at	S u t a t	2		1	S u t a t	șutat|=|Afpms-n|1
313	3214	șuviță	=	Ncfsrn	șu.vi.ță	șuv'iță	S u v i ts @	3		1	S u v i ts	șuviță|=|Ncfsrn|1
314	3218	șuvoi	=	Ncms-n	șu.voi	șuv'oi	S u v o j	2		1	S u v o	șuvoi|=|Ncms-n|1
315	3230	șvăboaică	=	Ncfsrn	șvă.boai.că	șvăbo'aică	S v @ b o_X a j k @	3		1	S v @ b o_X a j k	șvăboaică|=|Ncfsrn|1
316	3231	șvab	=	Afpms-n	șvab	șvab	S v a b	1		0	S v a b	șvab|=|Afpms-n|0
317	3232	șvab	=	Ncms-n	șvab	șvab	S v a b	1		0	S v a b	șvab|=|Ncms-n|0
318	3257	șvabă	=	Ncfsrn	șva.bă	șv'abă	S v a b @	2		0	S v a b	șvabă|=|Ncfsrn|0
319	3259	șvaițer	=	Ncms-n	șvai.țer	șv'aițer	S v a j ts e r	2		0	S v a j ts e r	șvaițer|=|Ncms-n|0
320	3263	șvarț	=	Ncms-n	șvarț	șvarț	S v a r ts	1		0	S v a r ts	șvarț|=|Ncms-n|0
321	3269	șved	=	Afpms-n	șved	șved	S v e d	1		0	S v e d	șved|=|Afpms-n|0
322	3270	șved	=	Ncms-n	șved	șved	S v e d	1		0	S v e d	șved|=|Ncms-n|0
323	3273	șvemer	=	Ncms-n	șve.mer	șv'emer	S v e m e r	2		0	S v e m e r	șvemer|=|Ncms-n|0
324	3282	șvezesc	=	Afpms-n	șve.zesc	șvez'esc	S v e z e s k	2		1	S v e z e s k	șvezesc|=|Afpms-n|1
325	3330	țăndări	=	Vmnp	țăn.dă.ri	țăndăr'i	ts @ n d @ r i	3		2	ts @ n d @ r	țăndări|=|Vmnp|2
326	3356	țăpuc	=	Ncms-n	ță.puc	țăp'uc	ts @ p u k	2		1	ts @ p u k	țăpuc|=|Ncms-n|1
327	3369	țărănesc	=	Afpms-n	ță.ră.nesc	țărăn'esc	ts @ r @ n e s k	3		2	ts @ r @ n e s k	țărănesc|=|Afpms-n|2
328	3379	țărănime	=	Ncfsrn	ță.ră.ni.me	țărăn'ime	ts @ r @ n i m e	4		2	ts @ r @ n i m	țărănime|=|Ncfsrn|2
329	3386	țărănist	=	Afpms-n	ță.ră.nist	țărăn'ist	ts @ r @ n i s t	3		2	ts @ r @ n i s t	țărănist|=|Afpms-n|2
330	3387	țărănist	=	Ncms-n	ță.ră.nist	țărăn'ist	ts @ r @ n i s t	3		2	ts @ r @ n i s t	țărănist|=|Ncms-n|2
331	3411	țăran	=	Ncms-n	ță.ran	țăr'an	ts @ r a n	2		1	ts @ r a n	țăran|=|Ncms-n|1
332	3417	țărancă	=	Ncfsrn	ță.ran.că	țăr'ancă	ts @ r a n k @	3		1	ts @ r a n k	țărancă|=|Ncfsrn|1
333	3441	țărișoară	=	Ncfsrn	ță.ri.șoa.ră	țărișo'ară	ts @ r i S o_X a r @	4		2	ts @ r i S o_X a r	țărișoară|=|Ncfsrn|2
334	3442	țărm	=	Ncms-n	țărm	țărm	ts @ r m	1		0	ts @ r m	țărm|=|Ncms-n|0
335	3446	țărmur	=	Ncms-n	țăr.mur	ț'ărmur	ts @ r m u r	2		0	ts @ r m u r	țărmur|=|Ncms-n|0
336	3448	țărmure	=	Ncms-n	țăr.mu.re	ț'ărmure	ts @ r m u r e	3		0	ts @ r m u r	țărmure|=|Ncms-n|0
337	3469	țambal	=	Ncms-n	țam.bal	țamb'al	ts a m b a l	2		1	ts a m b a l	țambal|=|Ncms-n|1
338	3473	țambalagiu	=	Ncms-n	țam.ba.la.giu	țambalag'iu	ts a m b a l a gZ i w	4		3	ts a m b a l a gZ i	țambalagiu|=|Ncms-n|3
339	3486	țandură	=	Ncfsrn	țan.du.ră	ț'andură	ts a n d u r @	3		0	ts a n d u r	țandură|=|Ncfsrn|0
340	3488	țandără	=	Ncfsrn	țan.dă.ră	ț'andără	ts a n d @ r @	3		0	ts a n d @ r	țandără|=|Ncfsrn|0
341	3489	țanțoș	=	Afpms-n	țan.țoș	ț'anțoș	ts a n ts o S	2		0	ts a n ts o S	țanțoș|=|Afpms-n|0
342	3498	țanțoșie	=	Ncfsrn	țan.țo.și.e	țanțoș'ie	ts a n ts o S i e	4		2	ts a n ts o S i	țanțoșie|=|Ncfsrn|2
343	3509	țap	=	Ncms-n	țap	țap	ts a p	1		0	ts a p	țap|=|Ncms-n|0
344	3513	țapinar	=	Ncms-n	ța.pi.nar	țapin'ar	ts a p i n a r	3		2	ts a p i n a r	țapinar|=|Ncms-n|2
345	3520	țapoș	=	Afpms-n	ța.poș	ț'apoș	ts a p o S	2		0	ts a p o S	țapoș|=|Afpms-n|0
346	3536	țar	=	Ncms-n	țar	țar	ts a r	1		0	ts a r	țar|=|Ncms-n|0
347	3538	țarc	=	Ncms-n	țarc	țarc	ts a r k	1		0	ts a r k	țarc|=|Ncms-n|0
348	3545	țarcă	=	Ncfsrn	țar.că	ț'arcă	ts a r k @	2		0	ts a r k	țarcă|=|Ncfsrn|0
349	3547	țarigrădean	=	Ncms-n	ța.ri.gră.dean	țarigrăde'an	ts a r i g r @ d e_X a n	4		3	ts a r i g r @ d e_X a n	țarigrădean|=|Ncms-n|3
350	3549	țarigrădeancă	=	Ncfsrn	ța.ri.gră.dean.că	țarigrăde'ancă	ts a r i g r @ d e_X a n k @	5		3	ts a r i g r @ d e_X a n k	țarigrădeancă|=|Ncfsrn|3
351	3563	țarnă	=	Ncfsrn	țar.nă	ț'arnă	ts a r n @	2		0	ts a r n	țarnă|=|Ncfsrn|0
352	3567	țară	=	Ncfsrn	ța.ră	ț'ară	ts a r @	2		0	ts a r	țară|=|Ncfsrn|0
353	3568	țarțam	=	Ncms-n	țar.țam	țarț'am	ts a r ts a m	2		1	ts a r ts a m	țarțam|=|Ncms-n|1
354	3577	țeapă	=	Ncfsrn	țea.pă	țe'apă	ts e_X a p @	2		0	ts e_X a p	țeapă|=|Ncfsrn|0
355	3578	țeapăn	=	Afpms-n	țea.păn	țe'apăn	ts e_X a p @ n	2		0	ts e_X a p @ n	țeapăn|=|Afpms-n|0
356	3585	țeavă	=	Ncfsrn	țea.vă	țe'avă	ts e_X a v @	2		0	ts e_X a v	țeavă|=|Ncfsrn|0
357	3586	țel	=	Ncms-n	țel	țel	ts e l	1		0	ts e l	țel|=|Ncms-n|0
358	3598	țelină	=	Ncfsrn	țe.li.nă	ț'elină	ts e l i n @	3		0	ts e l i n	țelină|=|Ncfsrn|0
359	3611	țencușă	=	Ncfsrn	țen.cu.șă	țenc'ușă	ts e n k u S @	3		1	ts e n k u S	țencușă|=|Ncfsrn|1
360	3612	țep	=	Ncms-n	țep	țep	ts e p	1		0	ts e p	țep|=|Ncms-n|0
361	3613	țepar	=	Ncms-n	țe.par	țep'ar	ts e p a r	2		1	ts e p a r	țepar|=|Ncms-n|1
362	3636	țesălat	=	Afpms-n	țe.să.lat	țesăl'at	ts e s @ l a t	3		2	ts e s @ l a t	țesălat|=|Afpms-n|2
363	3651	țesătoare	=	Ncf--n	țe.să.toa.re	țesăto'are	ts e s @ t o_X a r e	4		2	ts e s @ t o_X a r	țesătoare|=|Ncf--n|2
364	3665	țesătură	=	Ncfsrn	țe.să.tu.ră	țesăt'ură	ts e s @ t u r @	4		2	ts e s @ t u r	țesătură|=|Ncfsrn|2
365	3669	țese	=	Vmnp	țe.se	ț'ese	ts e s e	2		0	ts e s	țese|=|Vmnp|0
366	3678	țest	=	Ncms-n	țest	țest	ts e s t	1		0	ts e s t	țest|=|Ncms-n|0
367	3686	țestos	=	Afpms-n	țes.tos	țest'os	ts e s t o s	2		1	ts e s t o s	țestos|=|Afpms-n|1
368	3710	țesut	=	Ncms-n	țe.sut	țes'ut	ts e s u t	2		1	ts e s u t	țesut|=|Ncms-n|1
369	3728	ți	=	Ncms-n	ți	ți	ts i	1		0	ts	ți|=|Ncms-n|0
370	3729	țiștar	=	Ncms-n	țiș.tar	țișt'ar	ts i S t a r	2		1	ts i S t a r	țiștar|=|Ncms-n|1
371	3737	țiței	=	Ncms-n	ți.ței	țiț'ei	ts i ts e j	2		1	ts i ts e	țiței|=|Ncms-n|1
372	3744	țițeică	=	Ncfsrn	ți.țe.i.că	țiț'eică	ts i ts e i k @	4		1	ts i ts e i k	țițeică|=|Ncfsrn|1
373	3747	țiclinc	=	Ncms-n	ți.clinc	țicl'inc	ts i k l i n k	2		1	ts i k l i n k	țiclinc|=|Ncms-n|1
374	3753	țicling	=	Ncms-n	ți.cling	țicl'ing	ts i k l i n g	2		1	ts i k l i n g	țicling|=|Ncms-n|1
375	3762	țif	=	Ncm--n	țif	țif	ts i f	1		0	ts i f	țif|=|Ncm--n|0
376	3763	țif	=	Ncmsvn	țif	țif	ts i f	1		0	ts i f	țif|=|Ncmsvn|0
377	3783	țigăncușă	=	Ncfsrn	ți.găn.cu.șă	țigănc'ușă	ts i g @ n k u S @	4		2	ts i g @ n k u S	țigăncușă|=|Ncfsrn|2
378	3786	țigănesc	=	Afpms-n	ți.gă.nesc	țigăn'esc	ts i g @ n e s k	3		2	ts i g @ n e s k	țigănesc|=|Afpms-n|2
379	3800	țigan	=	Ncms-n	ți.gan	țig'an	ts i g a n	2		1	ts i g a n	țigan|=|Ncms-n|1
380	3802	țigancă	=	Ncfsrn	ți.gan.că	țig'ancă	ts i g a n k @	3		1	ts i g a n k	țigancă|=|Ncfsrn|1
381	3810	țigaret	=	Ncms-n	ți.ga.ret	țigar'et	ts i g a r e t	3		2	ts i g a r e t	țigaret|=|Ncms-n|2
382	3823	țigaretă	=	Ncfsrn	ți.ga.re.tă	țigar'etă	ts i g a r e t @	4		2	ts i g a r e t	țigaretă|=|Ncfsrn|2
383	3824	țigară	=	Ncfsrn	ți.ga.ră	țig'ară	ts i g a r @	3		1	ts i g a r	țigară|=|Ncfsrn|1
384	3826	țiglar	=	Ncms-n	ți.glar	țigl'ar	ts i g l a r	2		1	ts i g l a r	țiglar|=|Ncms-n|1
385	3844	țiglină	=	Ncfsrn	ți.gli.nă	țigl'ină	ts i g l i n @	3		1	ts i g l i n	țiglină|=|Ncfsrn|1
386	3846	țiglă	=	Ncfsrn	ți.glă	ț'iglă	ts i g l @	2		0	ts i g l	țiglă|=|Ncfsrn|0
387	3847	țignal	=	Ncms-n	țig.nal	țign'al	ts i g n a l	2		1	ts i g n a l	țignal|=|Ncms-n|1
388	3856	țimbal	=	Ncms-n	țim.bal	țimb'al	ts i m b a l	2		1	ts i m b a l	țimbal|=|Ncms-n|1
389	3868	ținc	=	Ncms-n	ținc	ținc	ts i n k	1		0	ts i n k	ținc|=|Ncms-n|0
390	3878	țincvais	=	Ncm--n	ținc.vais	ț'incvais	ts i n k v a j s	2		0	ts i n k v a j s	țincvais|=|Ncm--n|0
391	3879	țincvais	=	Ncmsvn	ținc.vais	ț'incvais	ts i n k v a j s	2		0	ts i n k v a j s	țincvais|=|Ncmsvn|0
392	3884	ține	=	Vmnp	ți.ne	ț'ine	ts i n e	2		0	ts i n	ține|=|Vmnp|0
393	3891	ținere	=	Ncfsrn	ți.ne.re	ț'inere	ts i n e r e	3		0	ts i n e r	ținere|=|Ncfsrn|0
394	3901	țintă	=	Ncfsrn	țin.tă	ț'intă	ts i n t @	2		0	ts i n t	țintă|=|Ncfsrn|0
395	3904	țintar	=	Ncms-n	țin.tar	țint'ar	ts i n t a r	2		1	ts i n t a r	țintar|=|Ncms-n|1
396	3926	ținteș	=	Afpms-n	țin.teș	ț'inteș	ts i n t e S	2		0	ts i n t e S	ținteș|=|Afpms-n|0
397	3943	ținti	=	Vmnp	țin.ti	țint'i	ts i n t i	2		1	ts i n t	ținti|=|Vmnp|1
398	3957	țintit	=	Afpms-n	țin.tit	țint'it	ts i n t i t	2		1	ts i n t i t	țintit|=|Afpms-n|1
399	3981	țintui	=	Vmnp	țin.tu.i	țintu'i	ts i n t u i	3		2	ts i n t u	țintui|=|Vmnp|2
400	4025	ținut	=	Afpms-n	ți.nut	țin'ut	ts i n u t	2		1	ts i n u t	ținut|=|Afpms-n|1
401	4026	ținut	=	Ncms-n	ți.nut	țin'ut	ts i n u t	2		1	ts i n u t	ținut|=|Ncms-n|1
402	4045	ținută	=	Ncfsrn	ți.nu.tă	țin'ută	ts i n u t @	3		1	ts i n u t	ținută|=|Ncfsrn|1
403	4058	țipăt	=	Ncms-n	ți.păt	ț'ipăt	ts i p @ t	2		0	ts i p @ t	țipăt|=|Ncms-n|0
404	4065	țipător	=	Afpms-n	ți.pă.tor	țipăt'or	ts i p @ t o r	3		2	ts i p @ t o r	țipător|=|Afpms-n|2
405	4076	țipa	=	Vmnp	ți.pa	țip'a	ts i p a	2		1	ts i p	țipa|=|Vmnp|1
406	4090	țipat	=	Afpms-n	ți.pat	țip'at	ts i p a t	2		1	ts i p a t	țipat|=|Afpms-n|1
407	4118	țipirig	=	Ncm--n	ți.pi.rig	țipir'ig	ts i p i r i g	3		2	ts i p i r i g	țipirig|=|Ncm--n|2
408	4119	țipirig	=	Ncmsvn	ți.pi.rig	țipir'ig	ts i p i r i g	3		2	ts i p i r i g	țipirig|=|Ncmsvn|2
409	4124	țircălam	=	Ncms-n	țir.că.lam	țircăl'am	ts i r k @ l a m	3		2	ts i r k @ l a m	țircălam|=|Ncms-n|2
410	4139	țistuitură	=	Ncfsrn	țis.tu.i.tu.ră	țistuit'ură	ts i s t u i t u r @	5		3	ts i s t u i t u r	țistuitură|=|Ncfsrn|3
411	4157	țivli	=	Vmnp	ți.vli	țivl'i	ts i v l i	2		1	ts i v l	țivli|=|Vmnp|1
412	4184	țoapă	=	Ncfsrn	țoa.pă	țo'apă	ts o_X a p @	2		0	ts o_X a p	țoapă|=|Ncfsrn|0
413	4186	țol	=	Ncms-n	țol	țol	ts o l	1		0	ts o l	țol|=|Ncms-n|0
414	4203	țopârcă	=	Ncfsrn	țo.pâr.că	țop'ârcă	ts o p 1 r k @	3		1	ts o p 1 r k	țopârcă|=|Ncfsrn|1
415	4207	țopăi	=	Vmnp	țo.pă.i	țopă'i	ts o p @ i	3		2	ts o p @	țopăi|=|Vmnp|2
