d_in	d_out	before	after	key1	key2	desin1	desin2	stress change
a	@	t	t	calitate|=|Ncfsrn|2	calități|calitate|Ncfp-n|2	e	i_0	FALSE
a	@	m	r	calmare|=|Ncfsrn|1	calmări|calmare|Ncfp-n|1	e	i_0	FALSE
a	e	i	n	cambodgian|=|Afpms-n|3	cambodgieni|cambodgian|Ncmp-n|3		i_0	FALSE
a	e	i	n	canadian|=|Afpms-n|3	canadieni|canadian|Ncmp-n|3		i_0	FALSE
a	e	i	n	canadiancă|=|Ncfsrn|3	canadience|canadiancă|Ncfp-n|3	ă	e	FALSE
a	e	i	n	canadiană|=|Ncfsrn|3	canadiene|canadiană|Ncfp-n|3	ă	e	FALSE
a	@	z	r	canalizare|=|Ncfsrn|3	canalizări|canalizare|Ncfp-n|3	e	i_0	FALSE
a	@	d	r	candidare|=|Ncfsrn|2	candidări|candidare|Ncfp-n|2	e	i_0	FALSE
a	@	k	n	cange|=|Ncfsrn|0	căngi|cange|Ncfp-n|0	e	gZ	FALSE
a	@	z	r	canonizare|=|Ncfsrn|3	canonizări|canonizare|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	cantitate|=|Ncfsrn|2	cantități|cantitate|Ncfp-n|2	e	i_0	FALSE
a	@	k	n	cană|=|Ncfsrn|0	căni|cană|Ncfp-n|0	ă	i_0	FALSE
a	@	t	t	capabilitate|=|Ncfsrn|4	capabilități|capabilitate|Ncfp-n|4	e	i_0	FALSE
a	@	t	t	capacitate|=|Ncfsrn|3	capacități|capacitate|Ncfp-n|3	e	i_0	FALSE
a	@	h	j	capichehaie|=|Ncfsrn|3	capichehăi|capichehaie|Ncfp-n|3	e	j	FALSE
a	@	z	r	capitalizare|=|Ncfsrn|4	capitalizări|capitalizare|Ncfp-n|4	e	i_0	FALSE
a	@	l	r	capitulare|=|Ncfsrn|3	capitulări|capitulare|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	captivitate|=|Ncfsrn|3	captivități|captivitate|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	capturare|=|Ncfsrn|2	capturări|capturare|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	caracterizare|=|Ncfsrn|4	caracterizări|caracterizare|Ncfp-n|4	e	i_0	FALSE
a	@	k	r	carne|=|Ncfsrn|0	cărnuri|carne|Ncfp-n|0	e	u r i_0	FALSE
a	@	k	r	carte|=|Ncfsrn|0	cărți|carte|Ncfp-n|0	e	i_0	FALSE
a	e	i	n	cartezian|=|Ncms-n|3	cartezieni|cartezian|Ncmp-n|3		i_0	FALSE
a	@	s	r	casare|=|Ncfsrn|1	casări|casare|Ncfp-n|1	e	i_0	FALSE
a	@	k	s	cască|=|Ncfsrn|0	căști|cască|Ncfp-n|0	ă	i_0	FALSE
a	@	t	t	castitate|=|Ncfsrn|2	castități|castitate|Ncfp-n|2	e	i_0	FALSE
a	@	r	r	castrare|=|Ncfsrn|1	castrări|castrare|Ncfp-n|1	e	i_0	FALSE
a	@	t	t	cauzalitate|=|Ncfsrn|4	cauzalități|cauzalitate|Ncfp-n|4	e	i_0	FALSE
a	@	t	t	cavitate|=|Ncfsrn|2	cavități|cavitate|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	cazare|=|Ncfsrn|1	cazări|cazare|Ncfp-n|1	e	i_0	FALSE
a	@	z	r	cazarmă|=|Ncfsrn|1	cazărmi|cazarmă|Ncfp-n|1	ă	i_0	FALSE
a	e	tS	f	ceafă|=|Ncfsrn|0	cefe|ceafă|Ncfp-n|0	ă	e	FALSE
a	e	tS	p	ceapcă|=|Ncfsrn|0	cepce|ceapcă|Ncfp-n|0	ă	e	FALSE
a	e	tS	p	ceapcă|=|Ncfsrn|0	cepci|ceapcă|Ncfp-n|0	ă	tS	FALSE
a	e	tS	p	ceapă|=|Ncfsrn|0	cepe|ceapă|Ncfp-n|0	ă	e	FALSE
a	e	tS	r	ceartă|=|Ncfsrn|0	certuri|ceartă|Ncfp-n|0	ă	u r i_0	FALSE
a	e	tS	t	ceată|=|Ncfsrn|0	cete|ceată|Ncfp-n|0	ă	e	FALSE
a	e	tS	S	ceașcă|=|Ncfsrn|0	cești|ceașcă|Ncfp-n|0	ă	i_0	FALSE
a	e	tS	ts	ceață|=|Ncfsrn|0	cețuri|ceață|Ncfp-n|0	ă	u r i_0	FALSE
a	@	d	r	cedare|=|Ncfsrn|1	cedări|cedare|Ncfp-n|1	e	i_0	FALSE
a	@	r	r	celebrare|=|Ncfsrn|2	celebrări|celebrare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	celebritate|=|Ncfsrn|3	celebrități|celebritate|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	celeritate|=|Ncfsrn|3	celerități|celeritate|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	centralitate|=|Ncfsrn|3	centralități|centralitate|Ncfp-n|3	e	i_0	FALSE
a	@	z	r	centralizare|=|Ncfsrn|3	centralizări|centralizare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	centrare|=|Ncfsrn|1	centrări|centrare|Ncfp-n|1	e	i_0	FALSE
a	@	t	r	cercetare|=|Ncfsrn|2	cercetări|cercetare|Ncfp-n|2	e	i_0	FALSE
a	@	k	r	certificare|=|Ncfsrn|3	certificări|certificare|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	cetate|=|Ncfsrn|1	cetăți|cetate|Ncfp-n|1	e	i_0	FALSE
a	e	i	n	cezariană|=|Ncfsrn|3	cezariene|cezariană|Ncfp-n|3	ă	e	FALSE
a	e	j	l	cheltuială|=|Ncfsrn|2	cheltuieli|cheltuială|Ncfp-n|2	ă	i_0	FALSE
a	@	m	r	chemare|=|Ncfsrn|1	chemări|chemare|Ncfp-n|1	e	i_0	FALSE
a	@	n	r	chestionare|=|Ncfsrn|3	chestionări|chestionare|Ncfp-n|3	e	i_0	FALSE
a	e	j	l	chibzuială|=|Ncfsrn|2	chibzuieli|chibzuială|Ncfp-n|2	ă	i_0	FALSE
a	@	z	r	cicatrizare|=|Ncfsrn|3	cicatrizări|cicatrizare|Ncfp-n|3	e	i_0	FALSE
a	@	p	t	ciopată|=|Ncfsrn|1	ciopăți|ciopată|Ncfp-n|1	ă	i_0	FALSE
a	@	t	r	citare|=|Ncfsrn|1	citări|citare|Ncfp-n|1	e	i_0	FALSE
a	@	f	j	ciumăfaie|=|Ncfsrn|2	ciumăfăi|ciumăfaie|Ncfp-n|2	e	i	FALSE
a	@	l	k	clacă|=|Ncfsrn|0	clăci|clacă|Ncfp-n|0	ă	tS	FALSE
a	@	l	j	claie|=|Ncfsrn|0	clăi|claie|Ncfp-n|0	e	j	FALSE
a	@	t	t	clandestinitate|=|Ncfsrn|4	clandestinități|clandestinitate|Ncfp-n|4	e	i_0	FALSE
a	@	l	p	clapcă|=|Ncfsrn|0	clăpci|clapcă|Ncfp-n|0	ă	tS	FALSE
a	@	k	r	clarificare|=|Ncfsrn|3	clarificări|clarificare|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	claritate|=|Ncfsrn|2	clarități|claritate|Ncfp-n|2	e	i_0	FALSE
a	@	s	r	clasare|=|Ncfsrn|1	clasări|clasare|Ncfp-n|1	e	i_0	FALSE
a	@	k	r	clasificare|=|Ncfsrn|3	clasificări|clasificare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	claustrare|=|Ncfsrn|2	claustrări|claustrare|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	climatizare|=|Ncfsrn|3	climatizări|climatizare|Ncfp-n|3	e	i_0	FALSE
a	e	i	n	clinician|=|Ncms-n|3	clinicieni|clinician|Ncmp-n|3		i_0	FALSE
a	@	n	r	clonare|=|Ncfsrn|1	clonări|clonare|Ncfp-n|1	e	i_0	FALSE
a	@	r	j	clădăraie|=|Ncfsrn|2	clădărăi|clădăraie|Ncfp-n|2	e	j	FALSE
a	@	t	r	coabitare|=|Ncfsrn|3	coabitări|coabitare|Ncfp-n|3	e	i_0	FALSE
a	@	l	r	coagulare|=|Ncfsrn|3	coagulări|coagulare|Ncfp-n|3	e	i_0	FALSE
a	e	tS	n	cocean|=|Ncms-n|1	coceni|cocean|Ncmp-n|1		i_0	FALSE
a	@	d	r	codare|=|Ncfsrn|1	codări|codare|Ncfp-n|1	e	i_0	FALSE
a	@	ts	r	cofinanțare|=|Ncfsrn|3	cofinanțări|cofinanțare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	cofrare|=|Ncfsrn|1	cofrări|cofrare|Ncfp-n|1	e	i_0	FALSE
a	@	r	r	colaborare|=|Ncfsrn|3	colaborări|colaborare|Ncfp-n|3	e	i_0	FALSE
a	e	tS	g	colceag|=|Ncms-n|1	colcegi|colceag|Ncmp-n|1		gZ	FALSE
a	@	t	r	colectare|=|Ncfsrn|2	colectări|colectare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	colectivitate|=|Ncfsrn|4	colectivități|colectivitate|Ncfp-n|4	e	i_0	FALSE
a	@	z	r	colonizare|=|Ncfsrn|3	colonizări|colonizare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	colorare|=|Ncfsrn|2	colorări|colorare|Ncfp-n|2	e	i_0	FALSE
a	e	i	n	columbian|=|Afpms-n|3	columbieni|columbian|Ncmp-n|3		i_0	FALSE
a	e	m	n	comandă|=|Ncfsrn|1	comenzi|comandă|Ncfp-n|1	ă	i_0	FALSE
a	@	s	r	comasare|=|Ncfsrn|2	comasări|comasare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	combativitate|=|Ncfsrn|4	combativități|combativitate|Ncfp-n|4	e	i_0	FALSE
a	@	n	r	combinare|=|Ncfsrn|2	combinări|combinare|Ncfp-n|2	e	i_0	FALSE
a	@	r	r	comemorare|=|Ncfsrn|3	comemorări|comemorare|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	comentare|=|Ncfsrn|2	comentări|comentare|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	comercializare|=|Ncfsrn|5	comercializări|comercializare|Ncfp-n|5	e	i_0	FALSE
a	@	t	t	comoditate|=|Ncfsrn|3	comodități|comoditate|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	compactare|=|Ncfsrn|2	compactări|compactare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	compatibilitate|=|Ncfsrn|5	compatibilități|compatibilitate|Ncfp-n|5	e	i_0	FALSE
a	@	s	r	compensare|=|Ncfsrn|2	compensări|compensare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	competitivitate|=|Ncfsrn|5	competitivități|competitivitate|Ncfp-n|5	e	i_0	FALSE
a	@	t	r	completare|=|Ncfsrn|2	completări|completare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	complexitate|=|Ncfsrn|3	complexități|complexitate|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	complicitate|=|Ncfsrn|3	complicități|complicitate|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	comportare|=|Ncfsrn|2	comportări|comportare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	compresibilitate|=|Ncfsrn|5	compresibilități|compresibilitate|Ncfp-n|5	e	i_0	FALSE
a	@	m	r	comprimare|=|Ncfsrn|2	comprimări|comprimare|Ncfp-n|2	e	i_0	FALSE
a	@	k	r	comunicare|=|Ncfsrn|3	comunicări|comunicare|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	comunitate|=|Ncfsrn|3	comunități|comunitate|Ncfp-n|3	e	i_0	FALSE
a	@	n	r	concatenare|=|Ncfsrn|3	concatenări|concatenare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	concentrare|=|Ncfsrn|2	concentrări|concentrare|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	conceptualizare|=|Ncfsrn|4	conceptualizări|conceptualizare|Ncfp-n|4	e	i_0	FALSE
a	@	n	r	concesionare|=|Ncfsrn|4	concesionări|concesionare|Ncfp-n|4	e	i_0	FALSE
a	@	z	r	concretizare|=|Ncfsrn|3	concretizări|concretizare|Ncfp-n|3	e	i_0	FALSE
a	@	n	r	condamnare|=|Ncfsrn|2	condamnări|condamnare|Ncfp-n|2	e	i_0	FALSE
a	@	s	r	condensare|=|Ncfsrn|2	condensări|condensare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	condiționalitate|=|Ncfsrn|5	condiționalități|condiționalitate|Ncfp-n|5	e	i_0	FALSE
a	@	n	r	condiționare|=|Ncfsrn|4	condiționări|condiționare|Ncfp-n|4	e	i_0	FALSE
a	@	t	r	conectare|=|Ncfsrn|2	conectări|conectare|Ncfp-n|2	e	i_0	FALSE
a	@	n	r	confecționare|=|Ncfsrn|4	confecționări|confecționare|Ncfp-n|4	e	i_0	FALSE
a	@	r	r	configurare|=|Ncfsrn|3	configurări|configurare|Ncfp-n|3	e	i_0	FALSE
a	@	m	r	confirmare|=|Ncfsrn|2	confirmări|confirmare|Ncfp-n|2	e	i_0	FALSE
a	@	k	r	confiscare|=|Ncfsrn|2	confiscări|confiscare|Ncfp-n|2	e	i_0	FALSE
a	@	m	r	conformare|=|Ncfsrn|2	conformări|conformare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	conformitate|=|Ncfsrn|3	conformități|conformitate|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	confruntare|=|Ncfsrn|2	confruntări|confruntare|Ncfp-n|2	e	i_0	FALSE
a	@	l	r	congelare|=|Ncfsrn|2	congelări|congelare|Ncfp-n|2	e	i_0	FALSE
a	@	r	r	conlucrare|=|Ncfsrn|2	conlucrări|conlucrare|Ncfp-n|2	e	i_0	FALSE
a	@	r	r	consacrare|=|Ncfsrn|2	consacrări|consacrare|Ncfp-n|2	e	i_0	FALSE
a	@	v	r	conservare|=|Ncfsrn|2	conservări|conservare|Ncfp-n|2	e	i_0	FALSE
a	@	r	r	considerare|=|Ncfsrn|3	considerări|considerare|Ncfp-n|3	e	i_0	FALSE
a	@	l	r	consolare|=|Ncfsrn|2	consolări|consolare|Ncfp-n|2	e	i_0	FALSE
a	@	d	r	consolidare|=|Ncfsrn|3	consolidări|consolidare|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	conspectare|=|Ncfsrn|2	conspectări|conspectare|Ncfp-n|2	e	i_0	FALSE
a	@	t	r	constatare|=|Ncfsrn|2	constatări|constatare|Ncfp-n|2	e	i_0	FALSE
a	@	n	r	consternare|=|Ncfsrn|2	consternări|consternare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	constituționalitate|=|Ncfsrn|7	constituționalități|constituționalitate|Ncfp-n|7	e	i_0	FALSE
a	@	t	t	consubstanțialitate|=|Ncfsrn|6	consubstanțialități|consubstanțialitate|Ncfp-n|6	e	i_0	FALSE
a	@	t	r	consultare|=|Ncfsrn|2	consultări|consultare|Ncfp-n|2	e	i_0	FALSE
a	@	m	r	consumare|=|Ncfsrn|2	consumări|consumare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	contabilitate|=|Ncfsrn|4	contabilități|contabilitate|Ncfp-n|4	e	i_0	FALSE
a	@	t	r	contactare|=|Ncfsrn|2	contactări|contactare|Ncfp-n|2	e	i_0	FALSE
a	@	n	r	contaminare|=|Ncfsrn|3	contaminări|contaminare|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	contestare|=|Ncfsrn|2	contestări|contestare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	contextualitate|=|Ncfsrn|4	contextualități|contextualitate|Ncfp-n|4	e	i_0	FALSE
a	@	u	r	continuare|=|Ncfsrn|3	continuări|continuare|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	continuitate|=|Ncfsrn|4	continuități|continuitate|Ncfp-n|4	e	i_0	FALSE
a	@	r	r	contracarare|=|Ncfsrn|3	contracarări|contracarare|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	contractare|=|Ncfsrn|2	contractări|contractare|Ncfp-n|2	e	i_0	FALSE
a	@	m	r	contramarcă|=|Ncfsrn|2	contramărci|contramarcă|Ncfp-n|2	ă	tS	FALSE
a	@	l	r	controlare|=|Ncfsrn|2	controlări|controlare|Ncfp-n|2	e	i_0	FALSE
a	@	k	r	convocare|=|Ncfsrn|2	convocări|convocare|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	conștientizare|=|Ncfsrn|4	conștientizări|conștientizare|Ncfp-n|4	e	i_0	FALSE
a	@	r	r	cooperare|=|Ncfsrn|3	cooperări|cooperare|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	cooptare|=|Ncfsrn|2	cooptări|cooptare|Ncfp-n|2	e	i_0	FALSE
a	@	n	r	coordonare|=|Ncfsrn|3	coordonări|coordonare|Ncfp-n|3	e	i_0	FALSE
a	@	l	t	coplată|=|Ncfsrn|1	coplăți|coplată|Ncfp-n|1	ă	i_0	FALSE
a	@	r	b	corabie|=|Ncfsrn|1	corăbii|corabie|Ncfp-n|1	e	j	FALSE
a	@	t	t	cordialitate|=|Ncfsrn|4	cordialități|cordialitate|Ncfp-n|4	e	i_0	FALSE
a	@	t	r	corectare|=|Ncfsrn|2	corectări|corectare|Ncfp-n|2	e	i_0	FALSE
a	@	l	r	corelare|=|Ncfsrn|2	corelări|corelare|Ncfp-n|2	e	i_0	FALSE
a	e	i	s	corăbiască|=|Ncfsrn|3	corăbiești|corăbiască|Ncfp-n|3	ă	i_0	FALSE
a	e	i	n	cosmeticiană|=|Ncfsrn|4	cosmeticiene|cosmeticiană|Ncfp-n|4	ă	e	FALSE
a	@	z	r	cosmetizare|=|Ncfsrn|3	cosmetizări|cosmetizare|Ncfp-n|3	e	i_0	FALSE
a	e	i	n	cotidian|=|Afpms-n|3	cotidiene|cotidian|Ncfp-n|3		e	FALSE
a	@	z	r	cotizare|=|Ncfsrn|2	cotizări|cotizare|Ncfp-n|2	e	i_0	FALSE
a	@	S	r	coșarcă|=|Ncfsrn|1	coșărci|coșarcă|Ncfp-n|1	ă	tS	FALSE
a	@	m	g	coșmagă|=|Ncfsrn|1	coșmăgi|coșmagă|Ncfp-n|1	ă	gZ	FALSE
a	@	r	k	cracă|=|Ncfsrn|0	crăci|cracă|Ncfp-n|0	ă	tS	FALSE
a	@	n	r	cramponare|=|Ncfsrn|2	cramponări|cramponare|Ncfp-n|2	e	i_0	FALSE
a	@	e	r	creare|=|Ncfsrn|1	creări|creare|Ncfp-n|1	e	i_0	FALSE
a	@	t	t	creativitate|=|Ncfsrn|3	creativități|creativitate|Ncfp-n|3	e	i_0	FALSE
a	@	t	t	credibilitate|=|Ncfsrn|4	credibilități|credibilitate|Ncfp-n|4	e	i_0	FALSE
a	@	t	r	creditare|=|Ncfsrn|2	creditări|creditare|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	crezare|=|Ncfsrn|1	crezări|crezare|Ncfp-n|1	e	i_0	FALSE
a	@	t	t	creștinătate|=|Ncfsrn|3	creștinătăți|creștinătate|Ncfp-n|3	e	i_0	FALSE
a	@	p	l	cripalcă|=|Ncfsrn|1	cripălci|cripalcă|Ncfp-n|1	ă	tS	FALSE
a	@	p	r	crispare|=|Ncfsrn|1	crispări|crispare|Ncfp-n|1	e	i_0	FALSE
a	@	z	r	cronicizare|=|Ncfsrn|3	cronicizări|cronicizare|Ncfp-n|3	e	i_0	FALSE
a	@	k	r	crucificare|=|Ncfsrn|3	crucificări|crucificare|Ncfp-n|3	e	i_0	FALSE
a	e	tS	n	crăpcean|=|Ncms-n|1	crăpceni|crăpcean|Ncmp-n|1		i_0	FALSE
a	@	k	r	cuantificare|=|Ncfsrn|3	cuantificări|cuantificare|Ncfp-n|3	e	i_0	FALSE
a	@	v	j	cucuvaie|=|Ncfsrn|2	cucuvăi|cucuvaie|Ncfp-n|2	e	j	FALSE
a	@	k	r	culcare|=|Ncfsrn|1	culcări|culcare|Ncfp-n|1	e	i_0	FALSE
a	@	v	r	cultivare|=|Ncfsrn|2	cultivări|cultivare|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	culturalizare|=|Ncfsrn|4	culturalizări|culturalizare|Ncfp-n|4	e	i_0	FALSE
a	@	k	r	cuminecare|=|Ncfsrn|3	cuminecări|cuminecare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	cumpărare|=|Ncfsrn|2	cumpărări|cumpărare|Ncfp-n|2	e	i_0	FALSE
a	@	t	r	cumpătare|=|Ncfsrn|2	cumpătări|cumpătare|Ncfp-n|2	e	i_0	FALSE
a	@	l	r	cuplare|=|Ncfsrn|1	cuplări|cuplare|Ncfp-n|1	e	i_0	FALSE
a	@	r	r	cuprare|=|Ncfsrn|1	cuprări|cuprare|Ncfp-n|1	e	i_0	FALSE
a	@	t	t	curiozitate|=|Ncfsrn|4	curiozități|curiozitate|Ncfp-n|4	e	i_0	FALSE
a	@	ts	r	curățare|=|Ncfsrn|2	curățări|curățare|Ncfp-n|2	e	i_0	FALSE
a	@	t	r	cuvântare|=|Ncfsrn|2	cuvântări|cuvântare|Ncfp-n|2	e	i_0	FALSE
a	@	k	j	cușcaie|=|Ncfsrn|1	cușcăi|cușcaie|Ncfp-n|1	e	j	FALSE
a	@	t	r	cântare|=|Ncfsrn|1	cântări|cântare|Ncfp-n|1	e	i_0	FALSE
a	e	j	k	cârcăiac|=|Ncms-n|2	cârcăieci|cârcăiac|Ncmp-n|2		tS	FALSE
a	@	g	r	câștigare|=|Ncfsrn|2	câștigări|câștigare|Ncfp-n|2	e	i_0	FALSE
a	@	k	r	călcare|=|Ncfsrn|1	călcări|călcare|Ncfp-n|1	e	i_0	FALSE
a	@	m	r	călimară|=|Ncfsrn|2	călimări|călimară|Ncfp-n|2	ă	i_0	FALSE
a	@	m	r	cămară|=|Ncfsrn|1	cămări|cămară|Ncfp-n|1	ă	i_0	FALSE
a	@	m	S	cămașă|=|Ncfsrn|1	cămăși|cămașă|Ncfp-n|1	ă	i_0	FALSE
a	e	i	l	căpială|=|Ncfsrn|2	căpieli|căpială|Ncfp-n|2	ă	i_0	FALSE
a	e	j	l	căpătuială|=|Ncfsrn|3	căpătuieli|căpătuială|Ncfp-n|3	ă	i_0	FALSE
a	@	r	r	cărare|=|Ncfsrn|1	cărări|cărare|Ncfp-n|1	e	i_0	FALSE
a	@	t	r	cătare|=|Ncfsrn|1	cătări|cătare|Ncfp-n|1	e	i_0	FALSE
a	@	t	r	căutare|=|Ncfsrn|2	căutări|căutare|Ncfp-n|2	e	i_0	FALSE
a	@	r	r	cățărare|=|Ncfsrn|2	cățărări|cățărare|Ncfp-n|2	e	i_0	FALSE
a	@	d	g	dagă|=|Ncfsrn|0	dăgi|dagă|Ncfp-n|0	ă	gZ	FALSE
a	@	d	l	daltă|=|Ncfsrn|0	dălți|daltă|Ncfp-n|0	ă	i_0	FALSE
a	@	d	r	dare|=|Ncfsrn|0	dări|dare|Ncfp-n|0	e	i_0	FALSE
a	@	d	t	dată|=|Ncfsrn|0	dăți|dată|Ncfp-n|0	ă	i_0	FALSE
a	@	s	r	debarasare|=|Ncfsrn|3	debarasări|debarasare|Ncfp-n|3	e	i_0	FALSE
a	@	k	r	debarcare|=|Ncfsrn|2	debarcări|debarcare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	debilitate|=|Ncfsrn|3	debilități|debilitate|Ncfp-n|3	e	i_0	FALSE
a	@	z	r	debirocratizare|=|Ncfsrn|5	debirocratizări|debirocratizare|Ncfp-n|5	e	i_0	FALSE
a	@	k	r	deblocare|=|Ncfsrn|2	deblocări|deblocare|Ncfp-n|2	e	i_0	FALSE
a	@	S	r	debranșare|=|Ncfsrn|2	debranșări|debranșare|Ncfp-n|2	e	i_0	FALSE
a	@	l	r	debusolare|=|Ncfsrn|3	debusolări|debusolare|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	decantare|=|Ncfsrn|2	decantări|decantare|Ncfp-n|2	e	i_0	FALSE
a	@	t	r	decapitare|=|Ncfsrn|3	decapitări|decapitare|Ncfp-n|3	e	i_0	FALSE
a	@	n	r	decernare|=|Ncfsrn|2	decernări|decernare|Ncfp-n|2	e	i_0	FALSE
a	@	m	r	decimare|=|Ncfsrn|2	decimări|decimare|Ncfp-n|2	e	i_0	FALSE
a	@	S	r	declanșare|=|Ncfsrn|2	declanșări|declanșare|Ncfp-n|2	e	i_0	FALSE
a	@	r	r	declarare|=|Ncfsrn|2	declarări|declarare|Ncfp-n|2	e	i_0	FALSE
a	@	r	r	decofrare|=|Ncfsrn|2	decofrări|decofrare|Ncfp-n|2	e	i_0	FALSE
a	@	l	r	decolare|=|Ncfsrn|2	decolări|decolare|Ncfp-n|2	e	i_0	FALSE
a	@	t	r	decontare|=|Ncfsrn|2	decontări|decontare|Ncfp-n|2	e	i_0	FALSE
a	@	t	r	decopertare|=|Ncfsrn|3	decopertări|decopertare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	decorare|=|Ncfsrn|2	decorări|decorare|Ncfp-n|2	e	i_0	FALSE
a	@	t	r	decretare|=|Ncfsrn|2	decretări|decretare|Ncfp-n|2	e	i_0	FALSE
a	@	p	r	decupare|=|Ncfsrn|2	decupări|decupare|Ncfp-n|2	e	i_0	FALSE
a	@	l	r	decuplare|=|Ncfsrn|2	decuplări|decuplare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	deductibilitate|=|Ncfsrn|5	deductibilități|deductibilitate|Ncfp-n|5	e	i_0	FALSE
a	@	l	r	defilare|=|Ncfsrn|2	defilări|defilare|Ncfp-n|2	e	i_0	FALSE
a	@	v	r	definitivare|=|Ncfsrn|4	definitivări|definitivare|Ncfp-n|4	e	i_0	FALSE
a	@	m	r	deformare|=|Ncfsrn|2	deformări|deformare|Ncfp-n|2	e	i_0	FALSE
a	@	S	r	defrișare|=|Ncfsrn|2	defrișări|defrișare|Ncfp-n|2	e	i_0	FALSE
a	@	m	r	defăimare|=|Ncfsrn|2	defăimări|defăimare|Ncfp-n|2	e	i_0	FALSE
a	@	Z	r	degajare|=|Ncfsrn|2	degajări|degajare|Ncfp-n|2	e	i_0	FALSE
a	@	r	r	degenerare|=|Ncfsrn|3	degenerări|degenerare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	degerare|=|Ncfsrn|2	degerări|degerare|Ncfp-n|2	e	i_0	FALSE
a	@	d	r	degradare|=|Ncfsrn|2	degradări|degradare|Ncfp-n|2	e	i_0	FALSE
a	@	d	r	delapidare|=|Ncfsrn|3	delapidări|delapidare|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	delectare|=|Ncfsrn|2	delectări|delectare|Ncfp-n|2	e	i_0	FALSE
a	@	g	r	delegare|=|Ncfsrn|2	delegări|delegare|Ncfp-n|2	e	i_0	FALSE
a	@	r	r	deliberare|=|Ncfsrn|3	deliberări|deliberare|Ncfp-n|3	e	i_0	FALSE
a	@	t	r	delimitare|=|Ncfsrn|3	delimitări|delimitare|Ncfp-n|3	e	i_0	FALSE
a	@	l	r	demantelare|=|Ncfsrn|3	demantelări|demantelare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	demarare|=|Ncfsrn|2	demarări|demarare|Ncfp-n|2	e	i_0	FALSE
a	@	k	r	demascare|=|Ncfsrn|2	demascări|demascare|Ncfp-n|2	e	i_0	FALSE
a	@	n	r	deminare|=|Ncfsrn|2	deminări|deminare|Ncfp-n|2	e	i_0	FALSE
a	@	t	t	demnitate|=|Ncfsrn|2	demnități|demnitate|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	democratizare|=|Ncfsrn|4	democratizări|democratizare|Ncfp-n|4	e	i_0	FALSE
a	@	l	r	demolare|=|Ncfsrn|2	demolări|demolare|Ncfp-n|2	e	i_0	FALSE
a	@	z	r	demonizare|=|Ncfsrn|3	demonizări|demonizare|Ncfp-n|3	e	i_0	FALSE
a	@	r	r	demonstrare|=|Ncfsrn|2	demonstrări|demonstrare|Ncfp-n|2	e	i_0	FALSE
